>>>>>>>(3,-275,c3b2,5107505437636991802)
>>>>>>>(3,-275,c3c2,5787888195430241519)
>>>>>>>>>>(1,291,b8a8,2415358926308279603)
>>>>>>>>>(2,-291,d2c3,4932675601666454417)
>>>>>>>>>(3,-288,d2d3,7421529408238875456)
>>>>>>>>>(3,-287,d2e3,8549415699260205398)
>>>>>>>>>(3,-195,d2c2,4085602892610927430)
>>>>>>>>>(3,-262,d2e2,4195116653389514083)
>>>>>>>>>(3,-195,d2c1,5188070949233357131)
>>>>>>>>>(3,-275,d2d1,4234029857546648270)
>>>>>>>>>>(1,219,b8a8,6508700798053768172)
>>>>>>>>>(2,-219,d2e1,4585502876049599822)
>>>>>>>>(0,291,a8b8,1431401439413913130)
>>>>>>>(2,-291,c3d2,8515227657133355144)
>>>>>>(0,299,b8a8,434991963768921687)
>>>>>(2,-299,b3c3,7203525835488536821)
>>>>>(3,-275,b3a2,431806845731334182)
>>>>>(3,-275,b3b2,3315158022771225747)
>>>>>>>(3,-299,c2b3,5430756994407517106)
>>>>>>>(3,-275,c2c3,799493516740691804)
>>>>>>>(3,-299,c2d3,1017494828257860841)
>>>>>>>(3,-275,c2b2,5107505437636991802)
>>>>>>>(3,-291,c2d2,8515227657133355144)
>>>>>>>(3,-195,c2b1,2434349178979156916)
>>>>>>>(3,-275,c2c1,3395701477568274146)
>>>>>>>>>>(1,262,b8a8,8849571750022338176)
>>>>>>>>>(2,-262,d1c2,2251387396636925986)
>>>>>>>>>(3,-288,d1d2,2219260843053932321)
>>>>>>>>>(3,-262,d1e2,4195116653389514083)
>>>>>>>>>(3,-195,d1c1,5188070949233357131)
>>>>>>>>>(3,-219,d1e1,4585502876049599822)
>>>>>>>>(0,288,a8b8,4022684528729465797)
>>>>>>>(2,-288,c2d1,5918297474058753383)
>>>>>>(0,299,b8a8,6720369382869814756)
>>>>>(2,-299,b3c2,4085602892610927430)
>>>>(0,365,a8b8,657780662965167732)
>>>>>>(3,388,a7a8,9056975321763309293)
>>>>>>>>(3,365,b8a8,5811544796674293437)
>>>>>>>>(3,365,b8c8,5020621958757822848)
>>>>>>>>(3,388,b8a7,6581788921733105224)
>>>>>>>>(3,388,b8b7,5135629786981977272)
>>>>>>>>(3,365,b8c7,7026497052102085227)
>>>>>>>(0,-365,c4b5,3843742316384110623)
>>>>>>(2,365,a7b8,1535895266467793220)
>>>>>>(3,365,a7b7,7661601766753817832)
>>>>>>>(3,-275,c4b3,1036535579135208859)
>>>>>>>>>>(3,388,a7a8,9056975321763309293)
>>>>>>>>>>(3,365,a7b8,1535895266467793220)
>>>>>>>>>>(3,365,a7b7,7661601766753817832)
>>>>>>>>>>(1,310,a7a6,4075678743809933508)
>>>>>>>>>>(3,275,a7b6,7868878155669858963)
>>>>>>>>>>(1,287,a7b6,7868878155669858963)
>>>>>>>>>(0,-287,b3c4,6691341062537403511)
>>>>>>>>>(3,-275,b3a3,8125212669780298814)
>>>>>>>>>(3,-247,b3c3,65768433446567849)
>>>>>>>>>(3,-275,b3a2,7417339077965741946)
>>>>>>>>>(3,-275,b3b2,7682020500557805739)
>>>>>>>>>(3,-275,b3c2,6603194808120994842)
>>>>>>>>(0,287,a6a7,5601671302143044172)
>>>>>>>>(3,275,a6b7,8512659448537381848)
>>>>>>>>>(3,-275,b3c4,7440584070117707235)
>>>>>>>>>>(3,388,b7a8,9056975321763309293)
>>>>>>>>>>(3,365,b7b8,1535895266467793220)
>>>>>>>>>>(3,365,b7c8,7546558737216776656)
>>>>>>>>>>(3,365,b7a7,8521127176104631832)
>>>>>>>>>>(3,365,b7c7,5518378445412487739)
>>>>>>>>>>(1,287,b7a6,4075678743809933508)
>>>>>>>>>>(3,275,b7b6,7868878155669858963)
>>>>>>>>>>(1,287,b7b6,7868878155669858963)
>>>>>>>>>(0,-287,b3c4,7440584070117707235)
>>>>>>>>(2,287,a6b7,8512659448537381848)
>>>>>>>>(3,275,a6b6,8161558683770471843)
>>>>>>>>>(3,-275,b3c4,6927353168877482904)
>>>>>>>>>>(3,365,b6a7,8521127176104631832)
>>>>>>>>>>(3,365,b6b7,7661601766753817832)
>>>>>>>>>>(3,365,b6c7,5518378445412487739)
>>>>>>>>>>(1,287,b6a6,4075678743809933508)
>>>>>>>>>(0,-287,b3c4,6927353168877482904)
>>>>>>>>(2,287,a6b6,8161558683770471843)
>>>>>>>(0,-287,c4b3,1036535579135208859)
>>>>>>>>(3,275,a6a7,1006715003540219554)
>>>>>>>(2,-275,c4c3,7614253197870381585)
>>>>>>>>>(3,-287,d3c4,6691341062537403511)
>>>>>>>>>(3,-247,d3c3,65768433446567849)
>>>>>>>>>>(1,287,a7a8,1392973747307241460)
>>>>>>>>>(2,-287,d3e3,1563902279955643914)
>>>>>>>>>(3,-275,d3c2,6603194808120994842)
>>>>>>>>>(3,-275,d3d2,9069648650145712253)
>>>>>>>>>>(1,262,a7a8,6902182219069502401)
>>>>>>>>>(2,-262,d3e2,6424865084295287359)
>>>>>>>>(0,287,a6a7,647973880291917079)
>>>>>>>(2,-287,c4d3,7831130594559386020)
>>>>>>(0,287,a7a6,2234853035066186656)
>>>>>>>(3,-275,c4b3,8958389311484648616)
>>>>>>>>(3,287,b6a7,5601671302143044172)
>>>>>>>>(3,275,b6b7,8512659448537381848)
>>>>>>>>>(3,-275,b3c4,7440584070117707235)
>>>>>>>>>>(3,388,b7a8,9056975321763309293)
>>>>>>>>>>(3,365,b7b8,1535895266467793220)
>>>>>>>>>>(3,365,b7c8,7546558737216776656)
>>>>>>>>>>(3,365,b7a7,8521127176104631832)
>>>>>>>>>>(3,365,b7c7,5518378445412487739)
>>>>>>>>>>(3,287,b7a6,2234853035066186656)
>>>>>>>>>>(1,287,b7b6,5386213045787455991)
>>>>>>>>>(0,-287,b3c4,7440584070117707235)
>>>>>>>>(2,287,b6b7,8512659448537381848)
>>>>>>>>(3,275,b6c7,5829143809012235531)
>>>>>>>>>(3,-187,b3c4,4720913744160213808)
>>>>>>>>>(3,-177,b3a3,5338623939069149213)
>>>>>>>>>(3,-187,b3c3,4196721512509289354)
>>>>>>>>>(3,-177,b3a2,6646109531302163289)
>>>>>>>>>(3,-177,b3b2,8630130290681917420)
>>>>>>>>>(3,-187,b3c2,7023175881965068345)
>>>>>>>>(0,187,b6c7,5829143809012235531)
>>>>>>>(2,-187,c4b3,8958389311484648616)
>>>>>>>>(3,275,b6a7,1006715003540219554)
>>>>>>>(2,-275,c4c3,1989279259694762786)
>>>>>>>>(3,287,b6a7,647973880291917079)
>>>>>>>>>(3,-287,d3c4,6691341062537403511)
>>>>>>>>(2,287,b6a7,647973880291917079)
>>>>>>>>>(3,-275,d3c4,7440584070117707235)
>>>>>>>>>>(3,388,b7a8,9056975321763309293)
>>>>>>>>>>(3,365,b7b8,1535895266467793220)
>>>>>>>>>>(3,365,b7c8,7546558737216776656)
>>>>>>>>>>(3,365,b7a7,8521127176104631832)
>>>>>>>>>>(3,365,b7c7,5518378445412487739)
>>>>>>>>>>(3,287,b7a6,2234853035066186656)
>>>>>>>>>>(1,287,b7b6,5386213045787455991)
>>>>>>>>>(0,-287,d3c4,7440584070117707235)
>>>>>>>>(2,287,b6b7,1507662422712711143)
>>>>>>>>>(3,-187,d3c4,4720913744160213808)
>>>>>>>>>(3,-187,d3c3,4196721512509289354)
>>>>>>>>>>(3,288,c7b8,8913918564849381469)
>>>>>>>>>>(1,287,c7b8,8913918564849381469)
>>>>>>>>>>(1,287,c7c8,459017653608124617)
>>>>>>>>>>(1,287,c7d8,1868892541461775565)
>>>>>>>>>>(1,266,c7b7,339875645557501425)
>>>>>>>>>(2,-266,d3e3,3413745174427398697)
>>>>>>>>>(3,-187,d3c2,7023175881965068345)
>>>>>>>>>>(3,253,c7b8,1431401439413913130)
>>>>>>>>>>(1,252,c7b8,1431401439413913130)
>>>>>>>>>(2,-252,d3d2,5118845191219201118)
>>>>>>>>>>(3,288,c7b8,3974767117870144616)
>>>>>>>>>>(1,262,c7b8,3974767117870144616)
>>>>>>>>>(2,-262,d3e2,7205094408509988380)
>>>>>>>>(0,266,b6c7,3614709621603234100)
>>>>>>>(2,-266,c4d3,2206156662308163735)
>>>>>>(0,275,a7b6,7868878155669858963)
>>>>>(2,-275,b3c4,8885630625809352467)
>>>>>>(3,275,a7a8,8512440153000553920)
>>>>>>>(3,-299,a3b3,5430756994407517106)
>>>>>>>>(3,365,a8b8,657780662965167732)
>>>>>>>>(3,287,a8a7,5601671302143044172)
>>>>>>>>(3,275,a8b7,8512659448537381848)
>>>>>>>>>(3,-275,b3c4,7440584070117707235)
>>>>>>>>>>(3,388,b7a8,9056975321763309293)
>>>>>>>>>>(3,365,b7b8,1535895266467793220)
>>>>>>>>>>(3,365,b7c8,7546558737216776656)
>>>>>>>>>>(3,365,b7a7,8521127176104631832)
>>>>>>>>>>(3,365,b7c7,5518378445412487739)
>>>>>>>>>>(3,287,b7a6,2234853035066186656)
>>>>>>>>>>(3,275,b7b6,7868878155669858963)
>>>>>>>>>>(1,287,b7b6,7868878155669858963)
>>>>>>>>>(0,-287,b3c4,7440584070117707235)
>>>>>>>>(2,287,a8b7,8512659448537381848)
>>>>>>>(0,-287,a3b3,5430756994407517106)
>>>>>>>(3,-275,a3a2,7862820418884716431)
>>>>>>>(3,-275,a3b2,5107505437636991802)
>>>>>>(0,287,a7a8,8512440153000553920)
>>>>>>(3,275,a7b8,2216347973052564073)
>>>>>(2,-275,b3a3,8125212669780298814)
>>>>>>>(3,-288,c3c4,8116030706384666598)
>>>>>>>(3,-299,c3b3,5430756994407517106)
>>>>>>>>(3,365,a8b8,657780662965167732)
>>>>>>>>(3,287,a8a7,5601671302143044172)
>>>>>>>(2,-287,c3b3,5430756994407517106)
>>>>>>>(3,-299,c3d3,1017494828257860841)
>>>>>>>>>(3,-365,d3c4,1747855596483399759)
>>>>>>>>(2,365,a8b8,7777620151450954315)
>>>>>>>>(3,287,a8a7,647973880291917079)
>>>>>>>(2,-287,c3d3,1017494828257860841)
>>>>>>>(3,-275,c3b2,5107505437636991802)
>>>>>>>(3,-275,c3c2,5787888195430241519)
>>>>>>>(3,-291,c3d2,8515227657133355144)
>>>>>>>>>(3,-299,d2c3,7203525835488536821)
>>>>>>>>>>(1,291,b8a8,2415358926308279603)
>>>>>>>>>>(3,195,b8c8,1370064895539401066)
>>>>>>>>>(2,-195,d2c3,7203525835488536821)
>>>>>>>>>(3,-288,d2d3,7421529408238875456)
>>>>>>>>>(3,-287,d2e3,8549415699260205398)
>>>>>>>>>(3,-299,d2c2,4085602892610927430)
>>>>>>>>>>(3,253,b8a8,6720369382869814756)
>>>>>>>>>>(1,262,b8a8,6720369382869814756)
>>>>>>>>>(2,-262,d2c2,4085602892610927430)
>>>>>>>>>(3,-262,d2e2,4195116653389514083)
>>>>>>>>>(3,-195,d2c1,5188070949233357131)
>>>>>>>>>(3,-275,d2d1,4234029857546648270)
>>>>>>>>>(3,-219,d2e1,4585502876049599822)
>>>>>>>>(0,288,a8b8,1431401439413913130)
>>>>>>>(2,-288,c3d2,8515227657133355144)
>>>>>>(0,288,a7a8,434991963768921687)
>>>>>>(3,288,a7b8,7991964541132124670)
>>>>>>>(3,-275,c3c4,7440584070117707235)
>>>>>>>>(3,388,b7a8,9056975321763309293)
>>>>>>>>(3,365,b7b8,1535895266467793220)
>>>>>>>>(3,365,b7c8,7546558737216776656)
>>>>>>>>(3,365,b7a7,8521127176104631832)
>>>>>>>>(3,365,b7c7,5518378445412487739)
>>>>>>>>(3,287,b7a6,2234853035066186656)
>>>>>>>>(3,275,b7b6,7868878155669858963)
>>>>>>>>>(3,-275,c4b3,8958389311484648616)
>>>>>>>>>>(3,287,b6a7,5601671302143044172)
>>>>>>>>>>(3,275,b6b7,8512659448537381848)
>>>>>>>>>>(1,254,b6b7,8512659448537381848)
>>>>>>>>>(2,-254,c4b3,8958389311484648616)
>>>>>>>>>(3,-275,c4c3,1989279259694762786)
>>>>>>>>>(3,-266,c4d3,2206156662308163735)
>>>>>>>>(0,275,b7b6,7868878155669858963)
>>>>>>>(2,-275,c3c4,7440584070117707235)
>>>>>>>(3,-275,c3b3,8877214261754421971)
>>>>>>>>(3,288,b7a8,7043814045115402717)
>>>>>>>>(3,365,b7b8,657780662965167732)
>>>>>>>>(3,288,b7c8,8415736406994945760)
>>>>>>>>(3,287,b7a7,5601671302143044172)
>>>>>>>>(3,275,b7c7,5829143809012235531)
>>>>>>>>>(3,-187,b3c4,4720913744160213808)
>>>>>>>>>(3,-177,b3a3,5338623939069149213)
>>>>>>>>>(3,-187,b3c3,4196721512509289354)
>>>>>>>>>(3,-177,b3a2,6646109531302163289)
>>>>>>>>>(3,-177,b3b2,8630130290681917420)
>>>>>>>>>(3,-187,b3c2,7023175881965068345)
>>>>>>>>(0,187,b7c7,5829143809012235531)
>>>>>>>(2,-187,c3b3,8877214261754421971)
>>>>>>>>>(3,-288,d3c4,8116030706384666598)
>>>>>>>>(2,288,b7a8,220649835455137250)
>>>>>>>>(3,365,b7b8,7777620151450954315)
>>>>>>>>>(3,-177,d3c4,7326224976577245403)
>>>>>>>>>(3,-288,d3c3,2166877106968840289)
>>>>>>>>>>(3,288,c8b8,7991964541132124670)
>>>>>>>>>>(3,230,c8d8,914814571944674670)
>>>>>>>>>(2,-230,d3c3,2166877106968840289)
>>>>>>>>>>(3,288,c8b8,8913918564849381469)
>>>>>>>>>>(1,287,c8b8,8913918564849381469)
>>>>>>>>>>(1,287,c8d8,1868892541461775565)
>>>>>>>>>>(1,266,c8b7,339875645557501425)
>>>>>>>>>(2,-266,d3e3,815147011260287426)
>>>>>>>>>(3,-177,d3c2,4996921376503274450)
>>>>>>>>>(3,-195,d3d2,7144466380044156853)
>>>>>>>>>>(3,288,c8b8,3974767117870144616)
>>>>>>>>>>(1,262,c8b8,3974767117870144616)
>>>>>>>>>(2,-262,d3e2,5175295635052750327)
>>>>>>>>(0,266,b7c8,1586942701592251103)
>>>>>>>(2,-266,c3d3,1872779467045793516)
>>>>>>>>(3,275,b7a8,7817345265900755285)
>>>>>>>(2,-275,c3b2,5837276471278250303)
>>>>>>>>(3,253,b7a8,6720369382869814756)
>>>>>>>>>(3,-299,c2b3,5430756994407517106)
>>>>>>>>>>(3,365,a8b8,657780662965167732)
>>>>>>>>>>(3,287,a8a7,5601671302143044172)
>>>>>>>>>>(3,275,a8b7,8512659448537381848)
>>>>>>>>>>(1,254,a8b7,8512659448537381848)
>>>>>>>>>(2,-254,c2b3,5430756994407517106)
>>>>>>>>>(3,-275,c2c3,799493516740691804)
>>>>>>>>>(3,-299,c2d3,1017494828257860841)
>>>>>>>>>>(3,365,a8b8,7777620151450954315)
>>>>>>>>>>(3,287,a8a7,647973880291917079)
>>>>>>>>>>(1,275,a8a7,647973880291917079)
>>>>>>>>>(2,-275,c2d3,1017494828257860841)
>>>>>>>>>(3,-275,c2b2,5107505437636991802)
>>>>>>>>>(3,-291,c2d2,8515227657133355144)
>>>>>>>>>>(3,253,a8b8,1431401439413913130)
>>>>>>>>>>(1,252,a8b8,1431401439413913130)
>>>>>>>>>(2,-252,c2d2,8515227657133355144)
